,Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition
755,755,geriebene vanille,prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Vanille"", ""eigenschaft"": ""gerieben""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""geriebene vanille"", ""erkannteZutat"": ""Orangenschale gerieben""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.15410046}]]}"
756,756,rinderfilet oder roastbeef,300 g,"{""gewicht"": 300, ""einheit"": ""g""}","{""zutat"": ""Rinderfilet"", ""eigenschaft"": ""roh""}",300.0,g,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""g"", ""bezeichnung"": ""rinderfilet"", ""erkannteZutat"": ""Rind Filet roh""}, {""ZF"": 12000.0, ""ZE"": 63600.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 363.0, ""QUALI"": 1.74085046}]]}"
757,757,kokosmilch ungesüßt,400 ml,"{""volumen"": 400, ""einheit"": ""ml""}","{""zutat"": ""Kokosmilch"", ""eigenschaft"": ""unges\u00fc\u00dft""}",0.4,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""kokosmilch ungesusst"", ""erkannteZutat"": ""Kokosmilch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.80037046}]]}"
758,758,rinderfond,400 ml,"{""volumen"": 400, ""einheit"": ""ml""}","{""zutat"": ""Rinderfond"", ""eigenschaft"": ""fl\u00fcssig""}",0.4,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rinderfond"", ""erkannteZutat"": ""Suppenfond Konserve""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
759,759,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
760,760,knoblauchzehe,1,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Knoblauchzehe""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
761,761,ingwer,1 stck,"{""anzahl"": 1, ""einheit"": ""stck""}","{""zutat"": ""Ingwer"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ingwer"", ""erkannteZutat"": ""Ingwerknolle""}, {""ZF"": 50.0, ""ZE"": 59.95, ""ZK"": 450.0, ""ZA"": 0.0, ""GCAL"": 2.5, ""QUALI"": 99999.0}]]}"
762,762,currypaste gelb,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Currypaste"", ""eigenschaft"": ""gelb""}",0.01,l,"{""detailed_info"": [[{""menge"": ""0.005g"", ""einheit"": ""l"", ""bezeichnung"": ""currypaste"", ""erkannteZutat"": ""Currypulver""}, {""ZF"": 0.4449, ""ZE"": 0.49685, ""ZK"": 2.45555, ""ZA"": 0.0, ""GCAL"": 0.01595, ""QUALI"": 99999.0}]]}"
763,763,feta,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Feta""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""feta"", ""erkannteZutat"": ""Feta""}, {""ZF"": 48180.0, ""ZE"": 31360.0, ""ZK"": 1620.0, ""ZA"": 0.0, ""GCAL"": 568.0, ""QUALI"": 99999.0}]]}"
764,764,ei,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}"
765,765,pankomehl,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""Pankomehl""}",0.045,l,
766,766,mehl,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Mehl""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
767,767,weizenmehl oder dinkelmehl,450 gr.,"{""gewicht"": 450, ""einheit"": ""gr""}","{""zutat"": ""Weizenmehl"", ""eigenschaft"": ""wei\u00df""}",450.0,g,"{""detailed_info"": [[{""menge"": ""450.0g"", ""einheit"": ""g"", ""bezeichnung"": ""weizenmehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 4410.0, ""ZE"": 45180.0, ""ZK"": 325534.5, ""ZA"": 0.0, ""GCAL"": 1543.5, ""QUALI"": 99999.0}]]}"
768,768,haferflocken,170 gr.,"{""gewicht"": 170, ""einheit"": ""gr""}","{""zutat"": ""Haferflocke""}",170.0,g,"{""detailed_info"": [[{""menge"": ""170.0g"", ""einheit"": ""g"", ""bezeichnung"": ""haferflocken"", ""erkannteZutat"": ""Haferflockenpl\u00e4tzchen""}, {""ZF"": 34246.5, ""ZE"": 13073.0, ""ZK"": 83815.1, ""ZA"": 0.0, ""GCAL"": 697.0, ""QUALI"": 0.6422104600000003}]]}"
769,769,geriebener emmentaler,100 gr.,"{""gewicht"": 100, ""einheit"": ""gr""}","{""zutat"": ""Emmentaler"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""geriebener emmentaler"", ""erkannteZutat"": ""Orangenschale gerieben""}, {""ZF"": 179.0, ""ZE"": 1600.0, ""ZK"": 25000.0, ""ZA"": 0.0, ""GCAL"": 125.0, ""QUALI"": 0.15410046}]]}"
770,770,olivenöl,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""oliven""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.15g"", ""einheit"": ""l"", ""bezeichnung"": ""olivenol"", ""erkannteZutat"": ""Oliven\u00f6l""}, {""ZF"": 150.0, ""ZE"": 0.0, ""ZK"": 0.3, ""ZA"": 0.0, ""GCAL"": 1.3259999999999998, ""QUALI"": 1.07093046}]]}"
771,771,knoblauchzehen gepresst,2,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Knoblauchzehe"", ""eigenschaft"": ""gepresst""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauchzehen"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 12.0, ""ZE"": 605.0, ""ZK"": 2841.0, ""ZA"": 0.0, ""GCAL"": 14.2, ""QUALI"": 99999.0}]]}"
772,772,wasser,250 ml.,"{""volumen"": 250, ""einheit"": ""ml""}","{""zutat"": ""Wasser""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
773,773,kürbiskerne ohne schale gehackt,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Kern"", ""eigenschaft"": ""K\u00fcrbis""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""kurbiskerne"", ""erkannteZutat"": ""K\u00fcrbiskern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
774,774,eier,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 13980.0, ""ZE"": 17775.0, ""ZK"": 2295.0, ""ZA"": 0.0, ""GCAL"": 205.5, ""QUALI"": 99999.0}]]}"
775,775,mehl,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Mehl""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 1960.0, ""ZE"": 20080.0, ""ZK"": 144682.0, ""ZA"": 0.0, ""GCAL"": 686.0, ""QUALI"": 99999.0}]]}"
776,776,gries,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Grie\u00df""}",100.0,g,
777,777,olivenöl extra vergine,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""extra vergine""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.2g"", ""einheit"": ""l"", ""bezeichnung"": ""olivenol extra vergine"", ""erkannteZutat"": ""Oliven\u00f6l""}, {""ZF"": 200.0, ""ZE"": 0.0, ""ZK"": 0.4, ""ZA"": 0.0, ""GCAL"": 1.768, ""QUALI"": 1.07093046}]]}"
778,778,salz,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""salz""}","{""zutat"": ""Salz"", ""eigenschaft"": ""Prise""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
779,779,ricotta,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Ricotta""}",250.0,g,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""g"", ""bezeichnung"": ""ricotta"", ""erkannteZutat"": ""Ricotta Magerstufe""}, {""ZF"": 2500.0, ""ZE"": 33495.0, ""ZK"": 7940.0, ""ZA"": 0.0, ""GCAL"": 197.5, ""QUALI"": 0.25182046}]]}"
780,780,spinat frisch,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""frisch""}",500.0,g,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""g"", ""bezeichnung"": ""spinat"", ""erkannteZutat"": ""Spinat roh""}, {""ZF"": 1500.0, ""ZE"": 14070.0, ""ZK"": 3050.0, ""ZA"": 0.0, ""GCAL"": 95.0, ""QUALI"": 1.25457046}]]}"
781,781,tomaten,1 dose,"{""anzahl"": 1, ""einheit"": ""dose""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""gedost""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""tomaten"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 126.0, ""ZE"": 570.0, ""ZK"": 1560.0, ""ZA"": 0.0, ""GCAL"": 10.2, ""QUALI"": 99999.0}]]}"
782,782,schmand,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Schmand"", ""eigenschaft"": ""sahnig""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 15000.5, ""ZE"": 1250.0, ""ZK"": 1200.0, ""ZA"": 0.0, ""GCAL"": 144.0, ""QUALI"": 0.8597204600000001}]]}"
783,783,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
784,784,emmentaler gerieben,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Emmentaler"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""emmentaler"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 29849.0, ""ZE"": 27655.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 378.0, ""QUALI"": 99999.0}]]}"
785,785,knoblauch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
786,786,fleischkäse einfach,800 g,"{""gewicht"": 800, ""einheit"": ""g""}","{""zutat"": ""Fleischk\u00e4se"", ""eigenschaft"": ""einfach""}",800.0,g,"{""detailed_info"": [[{""menge"": ""800.0g"", ""einheit"": ""g"", ""bezeichnung"": ""fleischkase einfach"", ""erkannteZutat"": ""Fleischk\u00e4se""}, {""ZF"": 66624.0, ""ZE"": 148200.0, ""ZK"": 2520.0, ""ZA"": 0.0, ""GCAL"": 1200.0, ""QUALI"": 1.0901304600000001}]]}"
787,787,zwiebeln,5,"{""anzahl"": 5, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",5.0,stk,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebeln"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 1250.0, ""ZE"": 5885.0, ""ZK"": 24605.0, ""ZA"": 0.0, ""GCAL"": 140.0, ""QUALI"": 99999.0}]]}"
788,788,tomatenmark,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Tomatenmark""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""tomatenmark"", ""erkannteZutat"": ""Tomatenmark""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
789,789,bratenfond,400 ml,"{""volumen"": 400, ""einheit"": ""ml""}","{""zutat"": ""Bratenfond"", ""eigenschaft"": ""ml""}",0.4,l,
790,790,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
791,791,pimentkörner,5,"{""anzahl"": 5, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Pimentk\u00f6rner""}",5.0,stk,
792,792,lorbeerblatt,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Lorbeerblatt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.2g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""lorbeerblatt"", ""erkannteZutat"": ""Lorbeerblatt getrocknet""}, {""ZF"": 16.8, ""ZE"": 15.2, ""ZK"": 97.2, ""ZA"": 0.0, ""GCAL"": 0.606, ""QUALI"": 0.6037704600000002}]]}"
793,793,kichererbsen,1 dose,"{""anzahl"": 1, ""einheit"": ""dose""}","{""zutat"": ""Kichererbse"", ""eigenschaft"": ""in Dose""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""kichererbsen"", ""erkannteZutat"": ""Kichererbsen""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
794,794,eigelb,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Eigelb""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}"
795,795,semmelbrösel,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Semmelbr\u00f6sel""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""semmelbrosel"", ""erkannteZutat"": ""Semmelbr\u00f6sel""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.9685504600000002}]]}"
796,796,backpulver,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Backpulver""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""backpulver"", ""erkannteZutat"": ""Backpulver""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
797,797,zwiebel,1 kleine,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""klein""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
798,798,knoblauch frisch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
799,799,sesam frisch,1 hand,"{""anzahl"": 1, ""einheit"": ""hand""}","{""zutat"": ""Sesam"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""sesam"", ""erkannteZutat"": ""Sesam""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
800,800,biozitronen zumindest alsbio gekauft ,5 stück,"{""anzahl"": 5, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""bio""}",5.0,stk,
801,801,ingwer frisch,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ingwer"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ingwer"", ""erkannteZutat"": ""Ingwerknolle""}, {""ZF"": 50.0, ""ZE"": 59.95, ""ZK"": 450.0, ""ZA"": 0.0, ""GCAL"": 2.5, ""QUALI"": 99999.0}]]}"
802,802,zitronenmelisse frisch,3 zweige,"{""anzahl"": 3, ""einheit"": ""zweige""}","{""zutat"": ""Zweig"", ""eigenschaft"": ""frisch""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zitronenmelisse"", ""erkannteZutat"": ""Zitronenmelisse frisch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.30126046}]]}"
803,803,stevia flüssig,20 ml,"{""volumen"": 20, ""einheit"": ""ml""}","{""zutat"": ""Stevia"", ""eigenschaft"": ""fl\u00fcssig""}",0.02,l,
804,804,gelierzucker  - ,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""Gelierzucker""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""gelierzucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
805,805,ananassaft - ein guter ohnezucker kostet ca    euro,0.4 liter,"{""volumen"": 0.4, ""einheit"": ""liter""}","{""zutat"": ""Ananassaft"", ""eigenschaft"": ""ohnezucker""}",0.4,l,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""l"", ""bezeichnung"": ""ananassaft"", ""erkannteZutat"": ""Ananas Fruchtsaft""}, {""ZF"": 400.0, ""ZE"": 1600.0, ""ZK"": 38840.0, ""ZA"": 0.0, ""GCAL"": 176.0, ""QUALI"": 99999.0}]]}"
806,806,mehl,220 g,"{""gewicht"": 220, ""einheit"": ""g""}","{""zutat"": ""Mehl""}",220.0,g,"{""detailed_info"": [[{""menge"": ""220.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 2156.0, ""ZE"": 22088.0, ""ZK"": 159150.2, ""ZA"": 0.0, ""GCAL"": 754.6, ""QUALI"": 99999.0}]]}"
807,807,hefe,0.5 würfel,"{""anzahl"": 0.5, ""einheit"": ""W\u00fcrfel""}","{""zutat"": ""Hefe"", ""eigenschaft"": ""w\u00fcrfelig""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""hefe"", ""erkannteZutat"": ""Hefe""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
808,808,wasser lauwarm,150 ml,"{""volumen"": 150, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""lauwarm""}",0.15,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
809,809,salz,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Salz""}",0.005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
810,810,rinderhackfleisch,300 g,"{""gewicht"": 300, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""Rind""}",300.0,g,
811,811,tomaten,1 dose,"{""anzahl"": 1, ""einheit"": ""Dose""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""gedost""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""tomaten"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 126.0, ""ZE"": 570.0, ""ZK"": 1560.0, ""ZA"": 0.0, ""GCAL"": 10.2, ""QUALI"": 99999.0}]]}"
812,812,paprika edelsüß,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Paprika"", ""eigenschaft"": ""edels\u00fc\u00df""}",0.015,l,"{""detailed_info"": [[{""menge"": ""1.4000000000000001g"", ""einheit"": ""l"", ""bezeichnung"": ""paprika edelsuss"", ""erkannteZutat"": ""Paprika edels\u00fc\u00df""}, {""ZF"": 182.0, ""ZE"": 207.20000000000005, ""ZK"": 488.6000000000001, ""ZA"": 0.0, ""GCAL"": 4.438000000000001, ""QUALI"": 1.7683804600000002}]]}"
813,813,kreuzkümmel gemahlen,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kreuzk\u00fcmmel"", ""eigenschaft"": ""gemahlen""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""kreuzkummel"", ""erkannteZutat"": ""Kreuzk\u00fcmmel getrocknet""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": -0.63118954}]]}"
814,814,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
815,815,knoblauch frisch,2 zehen,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""frisch""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 12.0, ""ZE"": 605.0, ""ZK"": 2841.0, ""ZA"": 0.0, ""GCAL"": 14.2, ""QUALI"": 99999.0}]]}"
