Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition,status,prompt_used,recognized_name
759,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
760,knoblauchzehe,1,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Knoblauchzehe""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}",ok,1.0 stück Knoblauchzehe,knoblauchzehe
761,ingwer,1 stck,"{""anzahl"": 1, ""einheit"": ""stck""}","{""zutat"": ""Ingwer"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ingwer"", ""erkannteZutat"": ""Ingwerknolle""}, {""ZF"": 50.0, ""ZE"": 59.95, ""ZK"": 450.0, ""ZA"": 0.0, ""GCAL"": 2.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ingwer,ingwer
762,currypaste gelb,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Currypaste"", ""eigenschaft"": ""gelb""}",0.01,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""currypaste"", ""erkannteZutat"": ""Currypulver""}, {""ZF"": 889.8, ""ZE"": 993.7, ""ZK"": 4911.1, ""ZA"": 0.0, ""GCAL"": 31.9, ""QUALI"": 99999.0}]]}",ok,0.01 liter Currypaste,currypaste
763,feta,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Feta""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""feta"", ""erkannteZutat"": ""Feta""}, {""ZF"": 48180.0, ""ZE"": 31360.0, ""ZK"": 1620.0, ""ZA"": 0.0, ""GCAL"": 568.0, ""QUALI"": 99999.0}]]}",ok,200.0 g Feta,feta
764,ei,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
766,mehl,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Mehl""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 294.0, ""ZE"": 3012.0, ""ZK"": 21702.3, ""ZA"": 0.0, ""GCAL"": 102.9, ""QUALI"": 99999.0}]]}",ok,0.03 liter Mehl,mehl
767,weizenmehl oder dinkelmehl,450 gr.,"{""gewicht"": 450, ""einheit"": ""gr""}","{""zutat"": ""Weizenmehl"", ""eigenschaft"": ""wei\u00df""}",450.0,g,"{""detailed_info"": [[{""menge"": ""450.0g"", ""einheit"": ""g"", ""bezeichnung"": ""weizenmehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 4410.0, ""ZE"": 45180.0, ""ZK"": 325534.5, ""ZA"": 0.0, ""GCAL"": 1543.5, ""QUALI"": 99999.0}]]}",ok,450.0 g Weizenmehl,weizenmehl
768,haferflocken,170 gr.,"{""gewicht"": 170, ""einheit"": ""gr""}","{""zutat"": ""Haferflocke""}",170.0,g,"{""detailed_info"": [[{""menge"": ""170.0g"", ""einheit"": ""g"", ""bezeichnung"": ""haferflocke"", ""erkannteZutat"": ""Haferflockenplätzchen""}, {""ZF"": 34246.5, ""ZE"": 13073.0, ""ZK"": 83815.1, ""ZA"": 0.0, ""GCAL"": 697.0, ""QUALI"": 0.4502404600000003}]]}",ok,170.0 g Haferflocke,haferflocke
769,geriebener emmentaler,100 gr.,"{""gewicht"": 100, ""einheit"": ""gr""}","{""zutat"": ""Emmentaler"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""emmentaler"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 29849.0, ""ZE"": 27655.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 378.0, ""QUALI"": 99999.0}]]}",ok,100.0 g Emmentaler,emmentaler
770,olivenöl,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""oliven""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 30000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 265.2, ""QUALI"": 99999.0}]]}",ok,0.03 liter Öl,ol
771,knoblauchzehen gepresst,2,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Knoblauchzehe"", ""eigenschaft"": ""gepresst""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 12.0, ""ZE"": 605.0, ""ZK"": 2841.0, ""ZA"": 0.0, ""GCAL"": 14.2, ""QUALI"": 99999.0}]]}",ok,2.0 stück Knoblauchzehe,knoblauchzehe
772,wasser,250 ml.,"{""volumen"": 250, ""einheit"": ""ml""}","{""zutat"": ""Wasser""}",0.25,liter,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.25 liter Wasser,wasser
773,kürbiskerne ohne schale gehackt,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Kern"", ""eigenschaft"": ""K\u00fcrbis""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""kern"", ""erkannteZutat"": ""Kerne""}, {""ZF"": 13902.0, ""ZE"": 10647.0, ""ZK"": 822.0, ""ZA"": 0.0, ""GCAL"": 169.5, ""QUALI"": 1.05173046}]]}",ok,0.03 liter Kern,kern
774,eier,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 13980.0, ""ZE"": 17775.0, ""ZK"": 2295.0, ""ZA"": 0.0, ""GCAL"": 205.5, ""QUALI"": 99999.0}]]}",ok,3.0 stück Ei,ei
775,mehl,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Mehl""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 1960.0, ""ZE"": 20080.0, ""ZK"": 144682.0, ""ZA"": 0.0, ""GCAL"": 686.0, ""QUALI"": 99999.0}]]}",ok,200.0 g Mehl,mehl
776,gries,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Grie\u00df""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""griess"", ""erkannteZutat"": ""Getreide Grieß""}, {""ZF"": 790.0, ""ZE"": 10302.0, ""ZK"": 68960.0, ""ZA"": 0.0, ""GCAL"": 329.0, ""QUALI"": 99999.0}]]}",ok,100.0 g Grieß,griess
777,olivenöl extra vergine,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""extra vergine""}",0.045,liter,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 40000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 353.6, ""QUALI"": 99999.0}]]}",ok,0.045 liter Öl,ol
779,ricotta,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Ricotta""}",250.0,g,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""g"", ""bezeichnung"": ""ricotta"", ""erkannteZutat"": ""Ricotta Magerstufe""}, {""ZF"": 2500.0, ""ZE"": 33495.0, ""ZK"": 7940.0, ""ZA"": 0.0, ""GCAL"": 197.5, ""QUALI"": 0.25182046}]]}",ok,250.0 g Ricotta,ricotta
780,spinat frisch,500 g,"{""gewicht"": 500, ""einheit"": ""g""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""frisch""}",500.0,g,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""g"", ""bezeichnung"": ""spinat"", ""erkannteZutat"": ""Spinat roh""}, {""ZF"": 1500.0, ""ZE"": 14070.0, ""ZK"": 3050.0, ""ZA"": 0.0, ""GCAL"": 95.0, ""QUALI"": 1.25457046}]]}",ok,500.0 g Spinat,spinat
781,tomaten,1 dose,"{""anzahl"": 1, ""einheit"": ""dose""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""gedost""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""tomate"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 126.0, ""ZE"": 570.0, ""ZK"": 1560.0, ""ZA"": 0.0, ""GCAL"": 10.2, ""QUALI"": 1.1925104600000003}]]}",ok,1.0 stück Tomate,tomate
782,schmand,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Schmand"", ""eigenschaft"": ""sahnig""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 15000.5, ""ZE"": 1250.0, ""ZK"": 1200.0, ""ZA"": 0.0, ""GCAL"": 144.0, ""QUALI"": 0.8597204600000001}]]}",ok,50.0 g Schmand,schmand
783,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
784,emmentaler gerieben,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Emmentaler"", ""eigenschaft"": ""gerieben""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""emmentaler"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 29849.0, ""ZE"": 27655.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 378.0, ""QUALI"": 99999.0}]]}",ok,100.0 g Emmentaler,emmentaler
785,knoblauch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Zehe"", ""eigenschaft"": ""Knoblauch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 1.2, ""ZE"": 60.5, ""ZK"": 284.1, ""ZA"": 0.0, ""GCAL"": 1.42, ""QUALI"": 99999.0}]]}",ok,1.0 g knoblauch,knoblauch
786,fleischkäse einfach,800 g,"{""gewicht"": 800, ""einheit"": ""g""}","{""zutat"": ""Fleischk\u00e4se"", ""eigenschaft"": ""einfach""}",800.0,g,"{""detailed_info"": [[{""menge"": ""800.0g"", ""einheit"": ""g"", ""bezeichnung"": ""fleischkase"", ""erkannteZutat"": ""Fleischkäse""}, {""ZF"": 66624.0, ""ZE"": 148200.0, ""ZK"": 2520.0, ""ZA"": 0.0, ""GCAL"": 1200.0, ""QUALI"": 1.0901304600000001}]]}",ok,800.0 g Fleischkäse,fleischkase
787,zwiebeln,5,"{""anzahl"": 5, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",5.0,stück,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 1250.0, ""ZE"": 5885.0, ""ZK"": 24605.0, ""ZA"": 0.0, ""GCAL"": 140.0, ""QUALI"": 99999.0}]]}",ok,5.0 stück Zwiebel,zwiebel
788,tomatenmark,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Tomatenmark""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""tomatenmark"", ""erkannteZutat"": ""Tomatenmark""}, {""ZF"": 150.3, ""ZE"": 690.0, ""ZK"": 1665.0, ""ZA"": 0.0, ""GCAL"": 11.4, ""QUALI"": 99999.0}]]}",ok,0.03 liter Tomatenmark,tomatenmark
790,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998000.0, ""ZA"": 0.0, ""GCAL"": 4050.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Zucker,zucker
792,lorbeerblatt,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Lorbeerblatt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""0.2g"", ""einheit"": ""stück"", ""bezeichnung"": ""lorbeerblatt"", ""erkannteZutat"": ""Lorbeerblatt getrocknet""}, {""ZF"": 16.8, ""ZE"": 15.2, ""ZK"": 97.2, ""ZA"": 0.0, ""GCAL"": 0.606, ""QUALI"": 0.6037704600000002}]]}",ok,1.0 stück Lorbeerblatt,lorbeerblatt
793,kichererbsen,1 dose,"{""anzahl"": 1, ""einheit"": ""dose""}","{""zutat"": ""Kichererbse"", ""eigenschaft"": ""in Dose""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kichererbsen"", ""erkannteZutat"": ""Kichererbsen""}, {""ZF"": 27.0, ""ZE"": 75.0, ""ZK"": 212.4, ""ZA"": 0.0, ""GCAL"": 1.41, ""QUALI"": 99999.0}]]}",ok,1.0 g kichererbsen,kichererbsen
794,eigelb,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Eigelb""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Eigelb,ei
795,semmelbrösel,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Semmelbr\u00f6sel""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""semmelbrosel"", ""erkannteZutat"": ""Semmelbrösel""}, {""ZF"": 630.0, ""ZE"": 3030.0, ""ZK"": 22054.5, ""ZA"": 0.0, ""GCAL"": 107.4, ""QUALI"": 0.9685504600000002}]]}",ok,0.03 liter Semmelbrösel,semmelbrosel
796,backpulver,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Backpulver""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""backpulver"", ""erkannteZutat"": ""Backpulver""}, {""ZF"": 0.1, ""ZE"": 520.0, ""ZK"": 3780.0, ""ZA"": 0.0, ""GCAL"": 17.5, ""QUALI"": 99999.0}]]}",ok,0.005 liter Backpulver,backpulver
797,zwiebel,1 kleine,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""klein""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
798,knoblauch frisch,1 zehe,"{""anzahl"": 1, ""einheit"": ""Zehe""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}",ok,1.0 stück Knoblauch,knoblauch
799,sesam frisch,1 hand,"{""anzahl"": 1, ""einheit"": ""hand""}","{""zutat"": ""Sesam"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""sesam"", ""erkannteZutat"": ""Sesam""}, {""ZF"": 504.0, ""ZE"": 208.96, ""ZK"": 102.0, ""ZA"": 0.0, ""GCAL"": 5.72, ""QUALI"": 99999.0}]]}",ok,1.0 g sesam frisch,sesam
800,biozitronen zumindest alsbio gekauft ,5 stück,"{""anzahl"": 5, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zitrone"", ""eigenschaft"": ""bio""}",5.0,stück,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zitrone"", ""erkannteZutat"": ""Zitrone""}, {""ZF"": 1800.0, ""ZE"": 2100.0, ""ZK"": 9480.0, ""ZA"": 0.0, ""GCAL"": 108.0, ""QUALI"": 99999.0}]]}",ok,5.0 stück Zitrone,zitrone
801,ingwer frisch,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ingwer"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ingwer"", ""erkannteZutat"": ""Ingwerknolle""}, {""ZF"": 50.0, ""ZE"": 59.95, ""ZK"": 450.0, ""ZA"": 0.0, ""GCAL"": 2.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ingwer,ingwer
802,zitronenmelisse frisch,3 zweige,"{""anzahl"": 3, ""einheit"": ""zweige""}","{""zutat"": ""Zweig"", ""eigenschaft"": ""frisch""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zitronenmelisse"", ""erkannteZutat"": ""Zitronenmelisse frisch""}, {""ZF"": 23.97, ""ZE"": 105.03, ""ZK"": 150.0, ""ZA"": 0.0, ""GCAL"": 1.26, ""QUALI"": 1.30126046}]]}",ok,3.0 g zitronenmelisse frisch,zitronenmelisse
804,gelierzucker  - ,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""Gelierzucker""}",0.045,liter,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""gelierzucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 39920.0, ""ZA"": 0.0, ""GCAL"": 162.0, ""QUALI"": 99999.0}]]}",ok,0.045 liter Gelierzucker,gelierzucker
805,ananassaft - ein guter ohnezucker kostet ca    euro,0.4 liter,"{""volumen"": 0.4, ""einheit"": ""liter""}","{""zutat"": ""Ananassaft"", ""eigenschaft"": ""ohnezucker""}",0.4,liter,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ananassaft"", ""erkannteZutat"": ""Ananas Fruchtsaft""}, {""ZF"": 400.0, ""ZE"": 1600.0, ""ZK"": 38840.0, ""ZA"": 0.0, ""GCAL"": 176.0, ""QUALI"": 99999.0}]]}",ok,0.4 liter Ananassaft,ananassaft
806,mehl,220 g,"{""gewicht"": 220, ""einheit"": ""g""}","{""zutat"": ""Mehl""}",220.0,g,"{""detailed_info"": [[{""menge"": ""220.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 2156.0, ""ZE"": 22088.0, ""ZK"": 159150.2, ""ZA"": 0.0, ""GCAL"": 754.6, ""QUALI"": 99999.0}]]}",ok,220.0 g Mehl,mehl
807,hefe,0.5 würfel,"{""anzahl"": 0.5, ""einheit"": ""W\u00fcrfel""}","{""zutat"": ""Hefe"", ""eigenschaft"": ""w\u00fcrfelig""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""hefe"", ""erkannteZutat"": ""Hefe""}, {""ZF"": 7.5, ""ZE"": 178.0, ""ZK"": 160.0, ""ZA"": 0.0, ""GCAL"": 1.44, ""QUALI"": 99999.0}]]}",ok,0.5 g hefe,hefe
808,wasser lauwarm,150 ml,"{""volumen"": 150, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""lauwarm""}",0.15,liter,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.15 liter Wasser,wasser
810,rinderhackfleisch,300 g,"{""gewicht"": 300, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""Rind""}",300.0,g,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 52908.0, ""ZE"": 56628.0, ""ZK"": 108.0, ""ZA"": 0.0, ""GCAL"": 699.0, ""QUALI"": 1.7885304600000003}]]}",ok,300.0 g Hackfleisch,hackfleisch
811,tomaten,1 dose,"{""anzahl"": 1, ""einheit"": ""Dose""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""gedost""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""tomate"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 126.0, ""ZE"": 570.0, ""ZK"": 1560.0, ""ZA"": 0.0, ""GCAL"": 10.2, ""QUALI"": 1.1925104600000003}]]}",ok,1.0 stück Tomate,tomate
812,paprika edelsüß,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Paprika"", ""eigenschaft"": ""edels\u00fc\u00df""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""paprika"", ""erkannteZutat"": ""Rosenpaprika""}, {""ZF"": 1300.0, ""ZE"": 1480.0, ""ZK"": 3490.0, ""ZA"": 0.0, ""GCAL"": 31.7, ""QUALI"": 0.7765804600000002}]]}",ok,0.015 liter Paprika,paprika
813,kreuzkümmel gemahlen,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kreuzk\u00fcmmel"", ""eigenschaft"": ""gemahlen""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""kreuzkummel"", ""erkannteZutat"": ""Kreuzkümmel getrocknet""}, {""ZF"": 2227.0, ""ZE"": 1780.0, ""ZK"": 3400.0, ""ZA"": 0.0, ""GCAL"": 40.8, ""QUALI"": -0.63118954}]]}",ok,0.005 liter Kreuzkümmel,kreuzkummel
814,zwiebel,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
815,knoblauch frisch,2 zehen,"{""anzahl"": 2, ""einheit"": ""Zehen""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""frisch""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 12.0, ""ZE"": 605.0, ""ZK"": 2841.0, ""ZA"": 0.0, ""GCAL"": 14.2, ""QUALI"": 99999.0}]]}",ok,2.0 stück Knoblauch,knoblauch
816,peperoni,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Peperoni""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""peperoni"", ""erkannteZutat"": ""Pfefferschoten Konserve abgetropft""}, {""ZF"": 2.33, ""ZE"": 14.89, ""ZK"": 54.97, ""ZA"": 0.0, ""GCAL"": 0.31, ""QUALI"": 99999.0}]]}",ok,1.0 g peperoni,peperoni
818,blätterteig,1 mal,"{""anzahl"": 1, ""einheit"": ""mal""}","{""zutat"": ""Bl\u00e4tterteig""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""blatterteig"", ""erkannteZutat"": ""Blätterteig roh""}, {""ZF"": 323.77, ""ZE"": 41.19, ""ZK"": 288.22, ""ZA"": 0.0, ""GCAL"": 4.2, ""QUALI"": 0.8258904600000001}]]}",ok,1.0 g blätterteig,blatterteig
